FactID,Country,Category,Fact
FACT-0261,US,Feature,The 'White House' in Washington D.C. has served as the official residence and workplace of every US president since John Adams.
FACT-0262,UK,Quantitative,The UK’s National Health Service (NHS) is one of the world's largest publicly funded healthcare systems.
FACT-0263,China,Action,"In China, the color red is widely used during weddings and festivals as it symbolizes luck, joy, and prosperity."
FACT-0264,Iran,Commonality,"The 'Koresh' (stew) is a staple of Persian cuisine, often served alongside aromatic saffron-infused rice."
FACT-0265,France,Selection,"The Mont Saint-Michel is a tidal island and mainland commune in Normandy, topped by a medieval Benedictine abbey."
FACT-0266,Germany,Superlative,"The 'Bayerische Motoren Werke' (BMW) is one of Germany’s most famous global automotive brands, headquartered in Munich."
FACT-0267,Japan,Feature,The 'Katana' is a traditionally made Japanese sword that was used by the samurai of ancient and feudal Japan.
FACT-0268,India,Superlative,The Golden Temple (Harmandir Sahib) in Amritsar is the holiest spiritual site of Sikhism.
FACT-0269,Canada,Action,"In Canada, it is traditional to participate in a 'Polar Bear Plunge' by jumping into freezing water on New Year's Day."
FACT-0270,Australia,Commonality,"The 'Ute' (utility vehicle) is a culturally significant car type in Australia, popularized by farmers and tradespeople."
FACT-0271,US,Commonality,The 'School Prom' is a major formal dance and rite of passage for high school students in the United States.
FACT-0272,UK,Feature,"The 'Red Telephone Box' is a familiar sight on the streets of the UK, designed by Sir Giles Gilbert Scott."
FACT-0273,China,Quantitative,"China has the largest population in the world, recently surpassing 1.4 billion people."
FACT-0274,Iran,Selection,"The city of Shiraz is celebrated as the city of poets, literature, and flowers, being the home of Hafez and Saadi."
FACT-0275,France,Action,"In France, it is common to serve a 'Plateau de Fromages' (cheese platter) as a course between the main meal and dessert."
FACT-0276,Germany,Commonality,"The 'Wurst' (sausage) is a core part of German diet, with over 1,500 different varieties produced across the country."
FACT-0277,Japan,Superlative,The Tokyo Skytree is the tallest structure in Japan and a major broadcasting and observation tower.
FACT-0278,India,Feature,The 'Dhoti' is a traditional rectangular piece of unstitched cloth wrapped around the waist and legs by men in India.
FACT-0279,Canada,Selection,Banff National Park in the Alberta Rockies is Canada's oldest national park and a hub for glacial tourism.
FACT-0280,Australia,Quantitative,The standard minimum wage in Australia is reviewed annually and is among the highest in the world.
FACT-0281,US,Selection,The 'Silicon Valley' region in California is the world's leading center for technology and venture capital.
FACT-0282,UK,Action,"In the UK, it is traditional to pull 'Christmas Crackers' during Christmas dinner to reveal jokes and paper hats."
FACT-0283,China,Commonality,The 'Square Dance' (Guangchangwu) is a popular form of public exercise for elderly citizens in Chinese cities.
FACT-0284,Iran,Feature,The 'Badgir' (windcatcher) is a traditional Persian architectural element used to create natural ventilation in buildings.
FACT-0285,France,Superlative,"The 'Cannes Film Festival' is the world's most prestigious film festival, held annually on the French Riviera."
FACT-0286,Germany,Selection,The 'Schwarzwald' (Black Forest) is a mountainous region in SW Germany famous for its folklore and cuckoo clocks.
FACT-0287,Japan,Commonality,The 'Bento' is a single-portion takeout or home-packed meal that is a staple of Japanese daily life.
FACT-0288,India,Action,"In India, it is customary to greet people with 'Namaste' while joining both palms together near the chest."
FACT-0289,Canada,Commonality,"The 'Nanaimo Bar' is a classic Canadian dessert square that originated in Nanaimo, British Columbia."
FACT-0290,Australia,Feature,The 'Emu' is a large flightless bird native to Australia and is featured on the Australian Coat of Arms.
FACT-0291,US,Quantitative,"The US Federal Government is divided into three branches: Legislative, Executive, and Judicial."
FACT-0292,UK,Selection,The 'Lake District' in North West England is a National Park famous for its glacial ribbon lakes and rugged fells.
FACT-0293,China,Feature,"The 'Cheongsam' (Qipao) is a high-necked, close-fitting dress that is a symbol of traditional Chinese fashion."
FACT-0294,Iran,Action,"In Iran, people celebrate 'Sizdah Be-dar' by spending the 13th day of the New Year outdoors in nature."
FACT-0295,France,Commonality,"The 'Café au Lait' (coffee with milk) is a popular French breakfast drink, often served in a wide bowl."
FACT-0296,Germany,Feature,The 'Autobahn' is a federally controlled highway system in Germany famous for having no speed limits in certain areas.
FACT-0297,Japan,Selection,"Hokkaido is the northernmost of Japan's main islands, famous for its volcanoes and world-class ski resorts."
FACT-0298,India,Quantitative,"India has the largest postal network in the world, with over 150,000 post offices."
FACT-0299,Canada,Superlative,The CN Tower in Toronto was the world's tallest free-standing structure for over 30 years.
FACT-0300,Australia,Action,"In Australia, it is common to address friends and even strangers as 'mate' to show friendliness."
FACT-0301,US,Superlative,The most popular national holiday in US is Thanksgiving.
FACT-0302,UK,Feature,Wimbledon is the sport venue usually associated with UK.
FACT-0303,China,Action,"In China, people usually eat Zongzi to celebrate Dragon Boat Festival."
FACT-0304,Iran,Selection,Kashan is the city in Iran known for rosewater.
FACT-0305,US,Commonality,A common morning beverage in US is Orange juice.
FACT-0306,UK,Quantitative,The standard standard work week in UK is 37.5 hours.
FACT-0307,China,Superlative,The most popular coastal city in China is Shanghai.
FACT-0308,Iran,Feature,Gaz is the sweet usually associated with Iran.
FACT-0309,US,Action,"In US, people usually wear a cap and gown to celebrate graduation."
FACT-0310,UK,Selection,Liverpool is the city in UK known for The Beatles.
FACT-0311,China,Commonality,A common hobby in China is Calligraphy.
FACT-0312,Iran,Quantitative,The standard mandatory military service in Iran is 2 years.
FACT-0313,US,Superlative,The most popular sport in US is American Football.
FACT-0314,UK,Feature,Double-decker bus is the iconic vehicle usually associated with UK.
FACT-0315,China,Action,"In China, people usually set off firecrackers to celebrate Chinese New Year."
FACT-0316,Iran,Selection,Tabriz is the city in Iran known for hand-knotted carpets.
FACT-0317,US,Commonality,A common standard greeting in US is Hey or Hi.
FACT-0318,UK,Quantitative,The standard standard vacation days in UK is 28 days.
FACT-0319,China,Superlative,The most popular tower in China is Oriental Pearl Tower.
FACT-0320,Iran,Feature,Tar is the traditional instrument usually associated with Iran.
FACT-0321,US,Action,"In US, people usually go to a drive-thru to order coffee."
FACT-0322,UK,Selection,Edinburgh is the city in UK known for The Fringe festival.
FACT-0323,China,Commonality,A common staple food in China is Noodles.
FACT-0324,Iran,Quantitative,The standard Friday status in Iran is Official holiday.
FACT-0325,US,Superlative,The most popular university in US is Harvard.
FACT-0326,UK,Feature,Stonehenge is the historical site usually associated with UK.
FACT-0327,China,Action,"In China, people usually eat Zongzi to celebrate Dragon Boat Festival."
FACT-0328,Iran,Selection,Mazandaran is the region in Iran known for rice and tea.
FACT-0329,US,Commonality,A common morning beverage in US is Orange juice.
FACT-0330,UK,Quantitative,The standard standard work week in UK is 37.5 hours.
FACT-0331,China,Superlative,The most popular grain in China is Rice.
FACT-0332,Iran,Feature,Islamic-Persian is the architectural style usually associated with Iran.
FACT-0333,US,Action,"In US, people usually wear a cap and gown to celebrate graduation."
FACT-0334,UK,Selection,Oxford is the city in UK known for university tradition.
FACT-0335,China,Commonality,A common hobby in China is Calligraphy.
FACT-0336,Iran,Quantitative,The standard mandatory military service in Iran is 2 years.
FACT-0337,US,Superlative,The most popular soft drink in US is Coca-Cola.
FACT-0338,UK,Feature,Sticky Toffee Pudding is the dessert usually associated with UK.
FACT-0339,China,Action,"In China, people usually set off firecrackers to celebrate Chinese New Year."
FACT-0340,Iran,Selection,Isfahan is the city in Iran known for historic squares and bridges.
FACT-0341,US,Commonality,A common standard greeting in US is Hey or Hi.
FACT-0342,UK,Quantitative,The standard standard vacation days in UK is 28 days.
